"recipientID","recipientName","fullName","valueAmount","year","wide_cat","wide_cat_full","usageStatus","date","type","sort"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",280,"2019","Хімічна продукція","Хімічна продукція","Використано","2019-11-08","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",280,"2019","Хімічна продукція","Хімічна продукція","Використано","2019-11-12","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",280,"2019","Хімічна продукція","Хімічна продукція","Використано","2019-11-13","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",280,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-11-21","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",280,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-11-25","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",1120,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-12-16","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",280,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-12-21","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",560,"2020","Грошові кошти","Грошові кошти","Не використано","2020-02-11","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",280,"2020","Грошові кошти","Грошові кошти","Не використано","2020-03-05","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",280,"2020","Грошові кошти","Грошові кошти","Не використано","2020-03-06","Школи та інше","18"
"24621652","ДНЗ №8","Тернопільський дошкільний навчальний заклад №8",284.8,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-08-13","ДНЗ","8"
"24620032","ДНЗ №14","Тернопільський дошкільний навчальний заклад №14",5785,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-04-25","ДНЗ","14"
"14040078","Центр творчості дітей та юнацтва","Комунальний заклад Тернопільської міської ради Центр творчості дітей та юнацтва",11574.71,"2020","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано ","2020-01-01","Школи та інше","1000"
"23596165","ДНЗ №22","Тернопільський дошкільний навчальний заклад №22",588,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-12-09","ДНЗ","22"
"14040078","Центр творчості дітей та юнацтва","Комунальний заклад Тернопільської міської ради Центр творчості дітей та юнацтва",795,"2019","Електротехнічне устаткування","Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування","Використано","2019-10-22","Школи та інше","1000"
"2547688","Тернопільське вище професійне училище ресторанного сервісу і торгівлі","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище ресторанного сервісу і торгівлі""",6932,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-10-07","Школи та інше","1000"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",300,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-01-16","Школи та інше","18"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",800,"2019","Офісна та комп’ютерна техніка","Офісна та комп’ютерна техніка, устаткування та приладдя, крім меблів та пакетів програмного забезпечення","Використовується","2019-02-04","Школи та інше","1000"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",300,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-02-11","Школи та інше","18"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",300,"2019","Продукти харчування","Продукти харчування, напої, тютюн та супутня продукція","Використано","2019-02-15","Школи та інше","1000"
"24618791","ДНЗ №26","Тернопільський дошкільний навчальний заклад №26",2300,"2019","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя","Використовується","2019-02-15","ДНЗ","26"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",300,"2019","Продукти харчування","Продукти харчування, напої, тютюн та супутня продукція","Використано ","2019-03-07","Школи та інше","1000"
"24620049","ДНЗ №2","тернопільський дошкільний навчальний заклад №2",800,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-04-03","ДНЗ","2"
"14040078","Центр творчості дітей та юнацтва","Комунальний заклад Тернопільської міської ради Центр творчості дітей та юнацтва",300,"2019","Ділові послуги","Ділові послуги: юридичні, маркетингові, консультаційні, кадрові, поліграфічні та охоронні","Використано","2019-08-28","Школи та інше","1000"
"23596188","ДНЗ №27","Тернопільський дошкільний навчальний заклад №27",300,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-10-11","ДНЗ","27"
"14040078","Центр творчості дітей та юнацтва","Комунальний заклад Тернопільської міської ради Центр творчості дітей та юнацтва",300,"2019","Ділові послуги","Ділові послуги: юридичні, маркетингові, консультаційні, кадрові, поліграфічні та охоронні","Використано","2019-10-15","Школи та інше","1000"
"14040078","Центр творчості дітей та юнацтва","Комунальний заклад Тернопільської міської ради Центр творчості дітей та юнацтва",300,"2020","Грошові кошти","Грошові кошти","Не використано","2020-02-06","Школи та інше","1000"
"24620167","ДНЗ №1","Тернопільський дошкільний навчальний заклад №1",4200,"2020","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2020-03-11","ДНЗ","1"
"23596188","ДНЗ №27","Тернопільський дошкільний навчальний заклад №27",315,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використовується","2019-10-25","ДНЗ","27"
"39964974","Школа № 13 імені Андрія Юркевича","Тернопільська загальноосвітня школа І-ІІІ ступенів № 13 імені Андрія Юркевича",2838,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-07-03","Школи та інше","13"
"24620049","ДНЗ №2","тернопільський дошкільний навчальний заклад №2",800,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-01-29","ДНЗ","2"
"24620061","ТНВК №7","Тернопільський навчально-виховний комплекс №7",5222,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-05-15","ДНЗ","7"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",320,"2020","Друкована продукція","Друкована та супутня продукція","Використовується","2020-01-20","Школи та інше","1000"
"24620061","ТНВК №7","Тернопільський навчально-виховний комплекс №7",4971,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-10-18","ДНЗ","7"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",350,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-12-24","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",350,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-12-26","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",840,"2020","Грошові кошти","Грошові кошти","Не використано","2020-02-21","Школи та інше","18"
"24620049","ДНЗ №2","тернопільський дошкільний навчальний заклад №2",1020,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-02-01","ДНЗ","2"
"14039939","Школа №14 ім. Б. Лепкого","Тернопільська загально-освітня школа І-ІІІ ступенів № 14 ім. Б. Лепкого",8959,"2019","Теле-радіо апаратура","Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання","Використовується","2019-08-27","Школи та інше","14"
"14040078","Центр творчості дітей та юнацтва","Комунальний заклад Тернопільської міської ради Центр творчості дітей та юнацтва",375,"2019","Хімічна продукція","Хімічна продукція","Використано","2019-11-21","Школи та інше","1000"
"39964974","Школа № 13 імені Андрія Юркевича","Тернопільська загальноосвітня школа І-ІІІ ступенів № 13 імені Андрія Юркевича",385,"2019","Грошові кошти","Грошові кошти","Використано","2019-06-12","Школи та інше","13"
"24620090","ДНЗ №34","Тернопільський дошкільний навчальний заклад №34",390,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-02-01","ДНЗ","34"
"24620090","ДНЗ №34","Тернопільський дошкільний навчальний заклад №34",390,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-02-26","ДНЗ","34"
"24620003","ДНЗ №16","Тернопільський дошкільний навчальний заклад №16",390,"2020","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2020-06-18","ДНЗ","16"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",400,"2019","Грошові кошти","Грошові кошти","Не використано","2019-01-09","Школи та інше","1000"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",400,"2019","Грошові кошти","Грошові кошти","Не використано","2019-01-11","Школи та інше","1000"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",400,"2019","Грошові кошти","Грошові кошти","Використано","2019-02-04","Школи та інше","1000"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",400,"2019","Грошові кошти","Грошові кошти","Не використано","2019-02-21","Школи та інше","1000"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",400,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-02-25","Школи та інше","18"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",400,"2019","Грошові кошти","Грошові кошти","Не використано","2019-02-26","Школи та інше","1000"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",400,"2019","Грошові кошти","Грошові кошти","Не використано","2019-02-27","Школи та інше","1000"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",400,"2019","Продукти харчування","Продукти харчування, напої, тютюн та супутня продукція","Використано ","2019-03-11","Школи та інше","1000"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",400,"2019","Ремонт та технічне обслуговування машин, механізмів, обладнання","Послуги з ремонту і технічного обслуговування","Використано","2019-06-10","Школи та інше","1000"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",400,"2019","Грошові кошти","Грошові кошти","Використано","2019-10-02","Школи та інше","1000"
"24620368","ДНЗ №18","Тернопільський дошкільний навчальний заклад №18",400,"2019","Теле-радіо апаратура","Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання","Використовується","2019-10-04","ДНЗ","18"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",400,"2019","Грошові кошти","Грошові кошти","Використано","2019-10-29","Школи та інше","1000"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",400,"2019","Грошові кошти","Грошові кошти","Використано","2019-11-04","Школи та інше","1000"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",400,"2019","Грошові кошти","Грошові кошти","Використано","2019-11-08","Школи та інше","1000"
"24620167","ДНЗ №1","Тернопільський дошкільний навчальний заклад №1",16370,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-11-15","ДНЗ","1"
"14040078","Центр творчості дітей та юнацтва","Комунальний заклад Тернопільської міської ради Центр творчості дітей та юнацтва",400,"2019","Грошові кошти","Грошові кошти","Не використано","2019-12-17","Школи та інше","1000"
"14039842","Спеціалізована школа № 7 з поглибленим вивченням іноземних мов","Тернопільська спеціалізована школа I-III ступенів № 7 з поглибленим вивченням іноземних мов",400,"2019","Офісна та комп’ютерна техніка","Офісна та комп’ютерна техніка, устаткування та приладдя, крім меблів та пакетів програмного забезпечення","Використовується","2019-12-18","Школи та інше","7"
"14039951","Школа №26","Тернопільська загальноосвітня школа І-ІІІ ст. № 26",400,"2020","Медичне обладнання та ліки","Медичне обладнання, фармацевтична продукція та засоби особистої гігієни","використано","2020-06-16","Школи та інше","26"
"14056180","Школа № 29 з поглибленим вивченням іноземних мов","Тернопільська спеціалізована школа І-ІІІ ступенів № 29 з поглибленим вивченням іноземних мов",14935,"2020","Медичне обладнання та ліки","Медичне обладнання, фармацевтична продукція та засоби особистої гігієни","використано","2020-06-19","Школи та інше","29"
"14040084","Загальноосвітня школа - медичний ліцей № 15","Тернопільський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-медичний ліцей № 15""",408,"2019","Теле-радіо апаратура","Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання","Використано","2019-01-31","Школи та інше","15"
"23596188","ДНЗ №27","Тернопільський дошкільний навчальний заклад №27",1408,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-10-25","ДНЗ","27"
"3071153","Тернопільське вище професійне училище технологій та дизайну","Державний навчальний заклад ""Тернопільське вище професійне училище технологій та дизайну""",11265.8,"2019","Грошові кошти","Грошові кошти","Використано","2019-10-31","Школи та інше","1000"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",910,"2019","Електротехнічне устаткування","Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування","Використано","2019-11-01","Школи та інше","18"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",420,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-11-29","Школи та інше","18"
"24620090","ДНЗ №34","Тернопільський дошкільний навчальний заклад №34",2218,"2019","Шкіряні та текстильні матеріали","Шкіряні та текстильні, пластмасові та гумові матеріали","Використовується","2019-08-27","ДНЗ","34"
"2547659","Тернопільське вище професійне училище № 4 імені Михайла Паращука","Тернопільське вище професійне училище № 4 імені Михайла Паращука",425,"2020","Продукти харчування","Продукти харчування, напої, тютюн та супутня продукція","Використано","2020-04-06","Школи та інше","4"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",450,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-06-21","Школи та інше","1000"
"24620090","ДНЗ №34","Тернопільський дошкільний навчальний заклад №34",14690,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-09-03","ДНЗ","34"
"24620279","ДНЗ №21","Тернопільський дошкільний навчальний заклад №21",460,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-09-16","ДНЗ","21"
"14040078","Центр творчості дітей та юнацтва","Комунальний заклад Тернопільської міської ради Центр творчості дітей та юнацтва",460.86,"2020","Ремонт та технічне обслуговування машин, механізмів, обладнання","Послуги з ремонту і технічного обслуговування","Використано ","2020-01-01","Школи та інше","1000"
"24618779","ДНЗ №11","Тернопільський дошкільний навчальний заклад № 11",940,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-11-22","ДНЗ","11"
"14040084","Загальноосвітня школа - медичний ліцей № 15","Тернопільський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-медичний ліцей № 15""",483,"2019","Теле-радіо апаратура","Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання","Використано","2019-11-29","Школи та інше","15"
"2547688","Тернопільське вище професійне училище ресторанного сервісу і торгівлі","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище ресторанного сервісу і торгівлі""",490,"2019","Лабораторне обладнання","Лабораторне, оптичне та високоточне обладнання (крім лінз)","Використовується","2019-08-25","Школи та інше","1000"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",490,"2020","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2020-01-31","Школи та інше","18"
"14040078","Центр творчості дітей та юнацтва","Комунальний заклад Тернопільської міської ради Центр творчості дітей та юнацтва",993,"2019","Ремонт та технічне обслуговування машин, механізмів, обладнання","Послуги з ремонту і технічного обслуговування","Використано","2019-09-13","Школи та інше","1000"
"14040173","Спеціалізована школа № 3 з поглибленим вивченням іноземних мов","Тернопільська спеціалізована школа І-ІІІ ступенів № 3 з поглибленим вивченням іноземних мов",494,"2019","Охоронне та протипожежне обладнання","Охоронне, протипожежне, поліцейське та оборонне обладнання","Використовується ","2019-10-10","Школи та інше","3"
"24620291","ДНЗ №25","Тернопільський дошкільний навчальний заклад №25",500,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-01-03","ДНЗ","25"
"24620049","ДНЗ №2","тернопільський дошкільний навчальний заклад №2",500,"2019","Електротехнічне устаткування","Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування","Використовується","2019-01-15","ДНЗ","2"
"3072170","Тернопільський центр професійно-технічної освіти","Державний навчальний заклад ""Тернопільський центр професійно-технічної освіти""",2250,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-02-01","Школи та інше","1000"
"14039922","Школа №18","Тернопільська загальноосвітня школа І-ІІІ ст. № 18",500,"2019","Будівельні матеріали","Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)","Використано","2019-02-07","Школи та інше","18"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",500,"2019","Грошові кошти","Грошові кошти","Не використано","2019-02-20","Школи та інше","1000"
"23596188","ДНЗ №27","Тернопільський дошкільний навчальний заклад №27",500,"2019","Охоронне та протипожежне обладнання","Охоронне, протипожежне, поліцейське та оборонне обладнання","Використовується","2019-02-21","ДНЗ","27"
"2547671","Тернопільське вище професійне училище сфери послуг та туризму","Державний професійно-технічний навчальний заклад ""Тернопільське вище професійне училище сфери послуг та туризму""",500,"2019","Грошові кошти","Грошові кошти","Не використано","2019-02-22","Школи та інше","1000"
"24621327","ДНЗ №24","Тернопільський дошкільний навчальний заклад №24",500,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-06-20","ДНЗ","24"
"1276023","ДНЗ №37","Тернопільський дошкільний навчальний заклад №37",15824,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-06-21","ДНЗ","37"
"24621404","ДНЗ №15","Тернопільський дошкільний навчальний заклад №15",500,"2019","Сільськогосподарська продукція","Сільськогосподарська, фермерська продукція, продукція рибальства, лісівництва та супутня продукція","Використано","2019-08-02","ДНЗ","15"
"14040078","Центр творчості дітей та юнацтва","Комунальний заклад Тернопільської міської ради Центр творчості дітей та юнацтва",500,"2019","Ділові послуги","Ділові послуги: юридичні, маркетингові, консультаційні, кадрові, поліграфічні та охоронні","Використано","2019-09-04","Школи та інше","1000"
"14040078","Центр творчості дітей та юнацтва","Комунальний заклад Тернопільської міської ради Центр творчості дітей та юнацтва",500,"2019","Ремонт та технічне обслуговування машин, механізмів, обладнання","Послуги з ремонту і технічного обслуговування","Використано","2019-09-10","Школи та інше","1000"
"14040078","Центр творчості дітей та юнацтва","Комунальний заклад Тернопільської міської ради Центр творчості дітей та юнацтва",500,"2019","Офісна та комп’ютерна техніка","Офісна та комп’ютерна техніка, устаткування та приладдя, крім меблів та пакетів програмного забезпечення","Використано","2019-09-16","Школи та інше","1000"
"24619997","ДНЗ №36","Тернопільський дошкільний навчальний заклад №36",37850,"2019","Меблі, інтер'єр та побутова техніка","Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення","Використовується","2019-09-20","ДНЗ","36"
"14056180","Школа № 29 з поглибленим вивченням іноземних мов","Тернопільська спеціалізована школа І-ІІІ ступенів № 29 з поглибленим вивченням іноземних мов",500,"2019","Грошові кошти","Грошові кошти","Не використано","2019-09-23","Школи та інше","29"
